Customer_ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Monthly_Income,Account_Balance,Family_Size,City,Cluster
100771,Female,Yes,61,Yes,Retired,22,388208,3545474,3,Baghdad,4
100772,Male,Yes,36,No,Laborer,12,514971,611660,7,Baghdad,3
100773,Female,Yes,54,Yes,Engineer,13,1944543,12611100,4,Erbil,5
100774,Female,Yes,84,No,Retired,19,675368,6906574,2,Anbar,4
100775,Female,No,19,No,Laborer,0,384776,209283,3,Mosul,3
100776,Female,No,35,Yes,Engineer,14,2131515,14971570,3,Mosul,5
100777,Male,Yes,33,Yes,Government_Employee,7,802298,2064658,3,Mosul,2
100778,Male,Yes,36,Yes,Teacher,7,1003428,2284189,4,Basra,6
100779,Male,Yes,20,No,Laborer,0,388811,189949,1,Baghdad,3
100780,Male,Yes,47,No,Trader,13,2722842,11333086,4,Erbil,5
100781,Female,Yes,70,No,Retired,28,547770,7199100,3,Baghdad,4
100782,Female,Yes,40,No,Trader,7,3530843,12995851,6,Diyala,5
100783,Female,Yes,59,Yes,Retired,26,780663,4575807,4,Baghdad,4
100784,Female,Yes,31,Yes,Teacher,5,959357,2468464,3,Sulaymaniyah,6
100785,Female,No,40,No,Laborer,4,466382,854507,8,Basra,3
100786,Male,Yes,53,Yes,Engineer,5,1666450,14022826,4,Najaf,5
100787,Male,No,31,No,Homemaker,14,254223,785433,4,Baghdad,1
100788,Female,Yes,38,No,Private_Sector,3,866130,3242279,5,Anbar,6
100789,Male,No,63,No,Retired,27,289755,7354629,4,Baghdad,4
100790,Male,No,21,No,Student,2,480911,691729,1,Karbala,0
100791,Male,No,21,Yes,Student,1,395454,249304,1,Baghdad,0
100792,Male,Yes,53,No,Laborer,15,404488,824767,4,Mosul,3
100793,Female,Yes,37,Yes,Teacher,11,978797,2829858,3,Basra,6
100794,Female,No,23,No,Laborer,1,360204,391453,1,Erbil,3
100795,Female,Yes,44,No,Engineer,16,3104331,4737705,6,Basra,5
100796,Female,Yes,53,No,Laborer,7,420908,425534,7,Baghdad,3
100797,Female,Yes,83,No,Retired,25,485010,3688852,3,Dhi_Qar,4
100798,Female,Yes,31,Yes,Driver,4,607615,986436,5,Mosul,1
100799,Female,Yes,41,No,Driver,19,583602,660030,4,Sulaymaniyah,1
100800,Male,Yes,29,Yes,Government_Employee,6,705751,163486,3,Basra,2
100801,Male,No,40,No,Private_Sector,9,994940,4384117,5,Basra,6
100802,Female,No,19,Yes,Student,1,464959,435461,1,Najaf,0
100803,Male,Yes,33,No,Government_Employee,11,979734,2721134,4,Karbala,2
100804,Male,Yes,44,Yes,Engineer,8,2521512,17589303,6,Karbala,5
100805,Male,Yes,33,No,Driver,9,465375,824582,6,Erbil,1
100806,Male,No,22,Yes,Laborer,0,556833,751814,2,Najaf,3
100807,Male,Yes,63,No,Retired,21,648895,7293083,1,Basra,4
100808,Female,Yes,65,No,Retired,29,561632,5996361,4,Erbil,4
100809,Male,Yes,82,Yes,Retired,15,469848,6969264,2,Basra,4
100810,Male,No,24,No,Student,0,326882,94250,2,Najaf,0
100811,Male,Yes,25,Yes,Unemployed,2,465288,639988,1,Diyala,6
100812,Male,Yes,62,No,Retired,29,483600,5591360,4,Baghdad,4
100813,Male,Yes,43,Yes,Engineer,9,3524611,10746692,4,Anbar,5
100814,Male,Yes,36,Yes,Private_Sector,5,566160,2416943,4,Erbil,6
100815,Male,Yes,34,No,Government_Employee,9,1047266,2758922,3,Baghdad,2
100816,Male,No,18,Yes,Laborer,1,482740,632494,1,Baghdad,3
100817,Female,Yes,54,No,Laborer,13,482737,1014756,8,Sulaymaniyah,3
100818,Female,Yes,60,No,Retired,25,656418,4045524,2,Mosul,4
100819,Female,Yes,50,No,Driver,6,489963,568104,5,Basra,1
100820,Female,Yes,83,No,Retired,20,507754,5221688,4,Najaf,4
100821,Female,Yes,28,Yes,Private_Sector,5,1001162,2334887,3,Baghdad,6
100822,Female,Yes,80,No,Retired,27,934748,9340927,1,Diyala,4
100823,Male,No,19,Yes,Student,0,220260,470362,2,Baghdad,0
100824,Male,Yes,82,Yes,Retired,26,553051,9081382,3,Dhi_Qar,4
100825,Female,No,34,No,Teacher,9,1100723,2011727,4,Diyala,6
100826,Female,Yes,38,Yes,Government_Employee,4,1007224,3467273,4,Basra,2
100827,Male,Yes,50,No,Laborer,8,568742,530350,6,Basra,3
100828,Female,Yes,33,No,Government_Employee,5,705286,2101710,4,Mosul,2
100829,Female,Yes,50,No,Driver,5,378324,1263385,4,Mosul,1
100830,Female,No,40,Yes,Engineer,5,2705560,8170707,3,Baghdad,5
100831,Male,Yes,28,Yes,Teacher,3,474615,4198426,5,Erbil,6
100832,Female,Yes,31,Yes,Government_Employee,6,641764,2816406,4,Sulaymaniyah,2
100833,Male,No,21,Yes,Student,2,232250,733083,2,Najaf,0
100834,Male,No,40,No,Doctor,18,1963092,6311189,3,Baghdad,6
100835,Male,Yes,60,Yes,Retired,18,606130,7913501,4,Basra,4
100836,Female,Yes,41,Yes,Government_Employee,7,697037,2630402,3,Sulaymaniyah,2
100837,Female,Yes,42,Yes,Doctor,10,3834639,19884107,5,Baghdad,5
100838,Male,Yes,37,No,Laborer,7,601095,484277,5,Sulaymaniyah,3
100839,Female,Yes,31,No,Teacher,5,931584,3702097,3,Najaf,6
100840,Male,Yes,31,No,Homemaker,5,473162,1004344,7,Basra,1
100841,Male,Yes,82,Yes,Retired,17,727410,3700468,1,Mosul,4
100842,Male,Yes,38,Yes,Trader,17,2120523,12759201,3,Basra,5
100843,Male,No,38,Yes,Doctor,18,2932065,19903068,6,Basra,5
100844,Male,Yes,22,Yes,Laborer,0,346558,319160,2,Baghdad,3
100845,Male,Yes,33,Yes,Trader,19,2481682,16555847,3,Dhi_Qar,5
100846,Female,Yes,80,Yes,Retired,26,708098,5660767,2,Basra,4
100847,Female,Yes,33,Yes,Government_Employee,6,874313,2654584,5,Mosul,2
100848,Male,Yes,26,No,Unemployed,0,336156,419897,2,Anbar,6
100849,Female,Yes,24,Yes,Student,2,398708,195969,2,Baghdad,0
100850,Male,Yes,26,No,Student,0,409883,597216,3,Baghdad,0
100851,Male,Yes,39,Yes,Government_Employee,9,1133412,344041,5,Erbil,2
100852,Female,Yes,73,No,Retired,27,541747,6319327,3,Basra,4
100853,Female,Yes,32,Yes,Private_Sector,4,794710,1843035,5,Baghdad,6
100854,Male,Yes,44,Yes,Engineer,5,3035399,9988207,6,Baghdad,5
100855,Female,Yes,36,No,Teacher,8,953348,3520414,4,Diyala,6
100856,Female,Yes,40,Yes,Government_Employee,7,935959,3545489,4,Baghdad,2
100857,Female,No,34,Yes,Trader,18,1827240,14669312,6,Baghdad,5
100858,Female,No,81,Yes,Retired,16,350272,2948267,3,Baghdad,4
100859,Male,Yes,25,No,Student,2,320862,373954,2,Diyala,0
100860,Male,No,34,No,Private_Sector,6,704000,2704831,5,Diyala,6
100861,Male,No,31,Yes,Doctor,17,2780551,7111533,5,Dhi_Qar,5
100862,Female,Yes,54,No,Laborer,17,436474,544119,5,Mosul,3
100863,Male,Yes,29,Yes,Private_Sector,4,1306380,1747467,5,Baghdad,6
100864,Male,No,38,No,Private_Sector,10,870293,2789962,4,Erbil,6
100865,Female,No,33,Yes,Engineer,17,2046494,16044500,6,Erbil,5
100866,Female,No,18,No,Student,1,256081,299929,3,Diyala,0
100867,Female,Yes,34,Yes,Doctor,9,2204765,15327095,4,Baghdad,5
100868,Female,Yes,51,No,Laborer,9,500170,425139,6,Erbil,3
100869,Male,Yes,35,Yes,Teacher,5,912871,2617578,5,Mosul,6
100870,Female,Yes,50,Yes,Engineer,14,2669899,19628692,5,Baghdad,5
100871,Male,No,20,Yes,Student,1,527188,658618,2,Baghdad,0
100872,Female,Yes,37,No,Trader,18,2122870,20583243,6,Baghdad,5
100873,Male,Yes,54,No,Driver,16,498616,282995,8,Erbil,1
100874,Female,Yes,31,No,Trader,13,1544380,15917776,3,Basra,5
100875,Female,No,20,Yes,Student,2,226437,286053,2,Baghdad,0
100876,Female,Yes,34,No,Teacher,5,871657,2744751,4,Baghdad,6
100877,Male,Yes,44,Yes,Trader,17,2979729,17404013,6,Diyala,5
100878,Male,Yes,36,No,Driver,11,379106,1314001,4,Najaf,1
100879,Male,Yes,30,No,Private_Sector,4,820983,1040923,4,Anbar,6
100880,Male,Yes,39,Yes,Trader,19,3153293,10832026,6,Basra,5
100881,Male,Yes,84,No,Retired,28,480699,6804020,3,Mosul,4
100882,Male,No,26,No,Student,0,241718,503188,2,Sulaymaniyah,0
100883,Female,Yes,43,No,Laborer,16,577444,712229,4,Basra,3
100884,Female,No,30,No,Government_Employee,4,983014,2169303,4,Baghdad,2
100885,Female,Yes,31,No,Private_Sector,8,827572,3816320,5,Sulaymaniyah,6
100886,Male,No,77,Yes,Retired,27,519738,8448588,3,Basra,4
100887,Female,Yes,38,No,Private_Sector,9,610537,2508845,5,Erbil,6
100888,Male,No,24,No,Laborer,1,403887,458549,1,Sulaymaniyah,3
100889,Female,Yes,28,Yes,Government_Employee,10,800899,1786109,3,Baghdad,2
100890,Female,No,70,Yes,Retired,29,547879,5171506,1,Basra,4
100891,Female,No,22,No,Student,1,150000,0,2,Basra,0
100892,Female,No,30,No,Government_Employee,3,1106969,2606098,4,Karbala,2
100893,Female,Yes,35,Yes,Government_Employee,6,983134,2905028,4,Basra,2
100894,Female,Yes,53,No,Engineer,8,3309098,22689383,6,Najaf,5
100895,Female,No,26,No,Private_Sector,0,528982,457973,2,Karbala,6
100896,Female,Yes,81,Yes,Retired,20,527410,10183956,4,Najaf,4
100897,Male,Yes,48,No,Driver,18,430335,429880,8,Najaf,1
100898,Female,Yes,37,No,Teacher,8,836467,3138396,4,Anbar,6
100899,Male,Yes,35,Yes,Private_Sector,7,978932,4488071,5,Basra,6
100900,Female,No,39,No,Trader,12,2143254,19901572,3,Baghdad,5
100901,Female,No,66,Yes,Retired,23,751901,2863526,3,Erbil,4
100902,Male,No,25,Yes,Private_Sector,1,341225,393768,2,Basra,6
100903,Male,Yes,58,Yes,Retired,19,503801,5701129,4,Baghdad,4
100904,Male,Yes,67,No,Retired,15,491599,8056919,3,Basra,4
100905,Male,Yes,61,No,Retired,25,423460,5590819,2,Baghdad,4
100906,Male,Yes,41,Yes,Government_Employee,7,1059204,4337587,5,Erbil,2
100907,Male,Yes,62,Yes,Retired,21,626687,6494699,2,Mosul,4
100908,Male,No,44,Yes,Trader,15,2063585,12912355,3,Baghdad,5
100909,Female,No,23,No,Laborer,1,450722,544873,1,Sulaymaniyah,3
100910,Male,Yes,40,Yes,Private_Sector,4,812920,2213863,3,Sulaymaniyah,6
100911,Female,No,37,Yes,Doctor,13,3034811,10628317,5,Baghdad,5
100912,Female,No,44,Yes,Doctor,12,2888125,17107409,3,Erbil,5
100913,Female,Yes,63,No,Retired,19,423709,4875062,2,Baghdad,4
100914,Female,Yes,65,No,Retired,19,542322,5144945,1,Sulaymaniyah,4
100915,Female,No,25,No,Student,1,460468,410774,1,Baghdad,0
100916,Female,No,34,No,Private_Sector,9,987758,2059929,3,Karbala,6
100917,Female,Yes,80,No,Retired,22,503708,6524620,2,Baghdad,4
100918,Female,No,38,Yes,Government_Employee,9,932391,2438179,4,Basra,2
100919,Female,Yes,38,Yes,Government_Employee,6,845669,2058602,5,Basra,2
100920,Male,Yes,44,No,Laborer,5,476764,990828,4,Erbil,3
100921,Male,Yes,30,No,Government_Employee,4,813837,1776930,4,Basra,2
100922,Female,Yes,33,Yes,Government_Employee,6,1031053,2309242,3,Baghdad,2
100923,Male,Yes,51,Yes,Engineer,5,1571650,12672283,6,Basra,5
100924,Male,Yes,35,No,Private_Sector,4,839549,2304485,3,Baghdad,6
100925,Female,Yes,28,Yes,Teacher,11,862376,4200737,5,Mosul,6
100926,Male,Yes,84,No,Retired,17,568368,4455140,2,Erbil,4
100927,Male,No,59,No,Retired,27,673678,7380055,3,Najaf,4
100928,Female,No,32,Yes,Teacher,11,882277,3319904,3,Anbar,6
100929,Female,Yes,21,No,Student,0,371302,451520,3,Anbar,0
100930,Female,Yes,48,Yes,Engineer,11,2566904,10139536,4,Mosul,5
100931,Female,Yes,34,Yes,Government_Employee,11,899547,1959711,4,Baghdad,2
100932,Female,Yes,35,No,Government_Employee,7,1172382,994051,3,Baghdad,2
100933,Female,Yes,31,No,Government_Employee,7,869202,1741779,3,Baghdad,2
100934,Male,Yes,67,No,Retired,15,585342,5282380,2,Diyala,4
100935,Female,No,18,No,Unemployed,2,504836,270480,3,Baghdad,6
100936,Male,Yes,18,No,Private_Sector,2,350395,343740,2,Anbar,6
100937,Female,Yes,83,No,Retired,23,637333,2584502,4,Baghdad,4
100938,Male,Yes,68,Yes,Retired,20,876156,7040762,3,Baghdad,4
100939,Male,No,41,No,Government_Employee,5,937001,1927096,3,Baghdad,2
100940,Female,No,23,Yes,Unemployed,0,325080,624391,1,Karbala,6
100941,Female,Yes,31,Yes,Trader,6,3562758,29901892,5,Baghdad,5
100942,Female,Yes,43,No,Homemaker,18,374518,669501,7,Basra,1
100943,Male,Yes,34,No,Government_Employee,5,822774,2937042,3,Erbil,2
100944,Female,Yes,52,Yes,Trader,13,2521269,16253245,3,Baghdad,5
100945,Female,No,28,Yes,Government_Employee,8,1106837,2184937,3,Baghdad,2
100946,Male,Yes,67,No,Retired,25,914001,6235453,3,Najaf,4
100947,Female,No,38,Yes,Teacher,11,1074737,2943055,5,Erbil,6
100948,Female,Yes,40,Yes,Government_Employee,5,852386,1634421,3,Baghdad,2
100949,Male,Yes,64,No,Retired,26,521932,8253853,1,Sulaymaniyah,4
100950,Male,Yes,43,Yes,Trader,13,2778815,21441749,3,Diyala,5
100951,Male,No,23,Yes,Laborer,2,553142,690370,2,Basra,3
100952,Female,Yes,30,No,Private_Sector,7,892628,2284349,3,Karbala,6
100953,Female,Yes,46,Yes,Laborer,8,364571,628259,7,Baghdad,3
100954,Female,Yes,66,No,Retired,15,698711,5498951,1,Baghdad,4
100955,Female,Yes,51,No,Trader,11,3320435,17512714,3,Sulaymaniyah,5
100956,Male,Yes,73,No,Retired,17,448248,1934258,3,Mosul,4
100957,Female,No,22,Yes,Student,1,345993,207131,3,Baghdad,0
100958,Female,Yes,38,Yes,Government_Employee,7,616046,2597424,5,Karbala,2
100959,Female,Yes,37,No,Laborer,4,491207,701321,8,Najaf,3
100960,Female,No,18,No,Student,0,322961,474502,3,Anbar,0
100961,Female,Yes,42,No,Laborer,12,532936,978042,5,Najaf,3
100962,Male,No,63,No,Retired,27,441235,10046905,3,Basra,4
100963,Male,Yes,72,No,Retired,25,809204,6368154,3,Baghdad,4
100964,Female,Yes,30,No,Government_Employee,4,942983,2574162,3,Sulaymaniyah,2
100965,Male,Yes,20,Yes,Unemployed,2,309350,156339,3,Sulaymaniyah,6
100966,Female,Yes,41,No,Government_Employee,8,1228114,2842885,5,Mosul,2
100967,Male,Yes,79,Yes,Retired,18,763897,4875094,4,Baghdad,4
100968,Male,Yes,35,No,Government_Employee,10,861552,1718867,5,Baghdad,2
100969,Male,Yes,64,Yes,Retired,23,443133,6221194,2,Dhi_Qar,4
100970,Male,No,26,No,Private_Sector,0,250170,47072,1,Najaf,6
100971,Male,Yes,58,No,Retired,15,555877,8375439,1,Basra,4
100972,Male,Yes,54,No,Laborer,7,386948,254310,7,Najaf,3
100973,Male,Yes,73,Yes,Retired,15,600009,6742733,2,Basra,4
100974,Female,Yes,18,Yes,Private_Sector,0,237795,441646,1,Baghdad,6
100975,Male,Yes,32,Yes,Private_Sector,9,508922,2728979,4,Baghdad,6
100976,Male,No,24,No,Laborer,2,326019,331449,3,Basra,3
100977,Female,No,24,No,Laborer,1,351956,401021,1,Karbala,3
100978,Female,No,60,Yes,Retired,28,723391,9157661,1,Erbil,4
100979,Male,Yes,33,No,Trader,9,3252886,8149868,6,Dhi_Qar,5
100980,Female,Yes,71,No,Retired,22,529670,6663147,1,Basra,4
100981,Male,Yes,29,Yes,Government_Employee,9,1046398,1966814,5,Baghdad,2
100982,Male,Yes,32,Yes,Private_Sector,5,262968,2782149,5,Mosul,6
100983,Male,Yes,47,No,Driver,6,315904,817166,6,Baghdad,1
100984,Male,Yes,34,No,Laborer,13,517773,738312,8,Basra,3
100985,Male,Yes,25,No,Student,1,332615,333847,3,Karbala,0
100986,Female,Yes,79,No,Retired,29,620334,7077058,3,Basra,4
100987,Female,Yes,45,Yes,Trader,11,1302907,24947098,4,Najaf,5
100988,Male,Yes,22,No,Private_Sector,1,307804,431560,3,Diyala,6
100989,Male,Yes,53,Yes,Doctor,14,2193714,19089004,5,Baghdad,5
100990,Female,Yes,36,Yes,Teacher,11,861920,2006774,3,Diyala,6
100991,Female,Yes,41,No,Private_Sector,4,1315878,2244968,3,Basra,6
100992,Female,Yes,42,Yes,Homemaker,10,261454,2152,8,Baghdad,1
100993,Male,Yes,66,No,Retired,20,691682,3071972,2,Mosul,4
100994,Male,No,22,No,Student,2,456253,472399,2,Sulaymaniyah,0
100995,Female,Yes,83,No,Retired,19,750363,10021548,2,Baghdad,4
100996,Male,No,23,Yes,Student,0,373578,404214,2,Karbala,0
100997,Female,Yes,42,No,Driver,8,462033,699566,6,Najaf,1
100998,Female,Yes,35,Yes,Trader,10,2434306,20160359,6,Dhi_Qar,5
100999,Female,No,38,Yes,Trader,10,2444895,11500366,6,Basra,5
101000,Male,No,25,Yes,Unemployed,2,346951,138643,1,Mosul,6
101001,Female,Yes,26,No,Student,1,411880,196032,3,Sulaymaniyah,0
101002,Male,Yes,37,Yes,Trader,12,1719003,10911503,6,Mosul,5
101003,Female,No,35,Yes,Government_Employee,9,1032517,1867204,3,Mosul,2
101004,Female,Yes,77,No,Retired,27,597185,3347837,4,Mosul,4
101005,Male,Yes,34,Yes,Government_Employee,6,805482,802157,5,Sulaymaniyah,2
101006,Male,Yes,41,Yes,Private_Sector,9,970182,1961878,4,Erbil,6
101007,Female,No,19,No,Laborer,0,505139,442756,1,Anbar,3
101008,Male,Yes,48,No,Trader,13,3602671,11759502,4,Baghdad,5
101009,Male,No,53,No,Laborer,4,485190,51585,4,Mosul,3
101010,Male,Yes,32,Yes,Government_Employee,6,1018553,2494466,5,Erbil,2
101011,Female,Yes,84,No,Retired,21,664312,3764648,2,Karbala,4
101012,Male,No,25,No,Student,0,380889,492032,1,Mosul,0
101013,Male,Yes,52,Yes,Driver,6,352633,789209,8,Baghdad,1
101014,Female,Yes,45,Yes,Doctor,17,2062871,16225920,4,Mosul,5
101015,Male,Yes,23,No,Laborer,2,325896,439513,3,Baghdad,3
101016,Male,Yes,84,No,Retired,26,561918,4460640,2,Basra,4
101017,Male,Yes,34,No,Driver,10,296105,157464,7,Najaf,1
101018,Female,Yes,20,No,Unemployed,0,273041,158612,2,Baghdad,6
101019,Male,Yes,21,No,Student,1,552458,630542,3,Basra,0
101020,Female,No,35,Yes,Government_Employee,4,693636,3908349,4,Dhi_Qar,2
101021,Female,No,42,Yes,Engineer,15,2754023,12883928,4,Erbil,5
101022,Male,Yes,34,Yes,Driver,8,339120,1005337,8,Najaf,1
101023,Male,No,42,No,Laborer,17,619614,663609,6,Baghdad,3
101024,Female,Yes,37,No,Government_Employee,10,816321,363299,4,Basra,2
101025,Male,No,20,No,Private_Sector,1,276212,543093,2,Baghdad,6
101026,Female,Yes,39,No,Trader,19,2411993,7347827,5,Basra,5
101027,Male,Yes,30,Yes,Doctor,10,1550276,12893586,6,Baghdad,5
101028,Female,Yes,29,Yes,Government_Employee,3,941545,3224338,5,Baghdad,2
101029,Female,Yes,49,Yes,Engineer,14,2045181,22954658,3,Baghdad,5
101030,Female,Yes,40,No,Laborer,14,299994,1101645,6,Anbar,3
101031,Female,Yes,20,No,Laborer,2,342167,401973,1,Baghdad,3
101032,Male,Yes,28,No,Government_Employee,7,924125,3000633,4,Basra,2
101033,Female,Yes,75,No,Retired,18,631823,4700076,4,Baghdad,4
101034,Female,No,19,Yes,Unemployed,2,412874,760724,1,Sulaymaniyah,6
101035,Female,No,25,No,Student,0,201423,76281,1,Najaf,0
101036,Male,No,18,Yes,Unemployed,2,265552,289601,3,Erbil,6
101037,Female,Yes,63,No,Retired,20,753374,6484501,3,Mosul,4
101038,Male,No,25,Yes,Student,0,296788,609115,3,Basra,0
101039,Female,Yes,21,No,Student,2,540838,434856,2,Baghdad,0
101040,Female,No,40,Yes,Trader,10,2020842,21588520,6,Baghdad,5
101041,Male,Yes,60,No,Retired,18,614785,3586344,1,Mosul,4
101042,Female,Yes,71,No,Retired,25,824388,9231871,3,Baghdad,4
101043,Female,Yes,39,Yes,Government_Employee,7,942853,2449950,5,Dhi_Qar,2
101044,Male,Yes,43,No,Laborer,13,252378,413461,6,Erbil,3
101045,Female,Yes,20,Yes,Laborer,2,272151,586998,1,Karbala,3
101046,Female,No,38,Yes,Government_Employee,9,939645,1495407,5,Karbala,2
101047,Female,Yes,32,Yes,Teacher,7,769989,1865212,3,Diyala,6
101048,Female,No,47,No,Doctor,15,2759578,13627829,3,Anbar,5
101049,Female,No,25,No,Student,1,158065,525889,2,Baghdad,0
101050,Male,No,24,Yes,Student,1,351730,593255,1,Najaf,0
101051,Female,Yes,53,No,Laborer,10,681425,619320,7,Karbala,3
101052,Male,Yes,37,Yes,Government_Employee,6,1055467,3134029,5,Baghdad,2
101053,Female,Yes,44,Yes,Trader,9,2018320,17133354,6,Sulaymaniyah,5
101054,Male,Yes,46,No,Homemaker,15,465560,733511,6,Baghdad,1
101055,Male,Yes,36,Yes,Government_Employee,6,875882,1602007,3,Najaf,2
101056,Male,Yes,29,No,Government_Employee,9,1064369,1393090,5,Baghdad,2
101057,Female,Yes,38,Yes,Engineer,18,3751055,16306976,5,Mosul,5
101058,Male,Yes,19,Yes,Student,0,208754,380227,3,Najaf,0
101059,Female,No,22,No,Unemployed,1,507301,370401,2,Sulaymaniyah,6
101060,Female,Yes,51,Yes,Engineer,12,2043941,25288045,3,Sulaymaniyah,5
101061,Female,Yes,34,Yes,Teacher,7,1036110,3469323,4,Anbar,6
101062,Male,No,20,Yes,Private_Sector,0,404017,335274,1,Karbala,6
101063,Male,Yes,41,No,Teacher,5,789667,3904587,5,Najaf,6
101064,Male,No,79,Yes,Retired,15,534446,2819119,3,Erbil,4
101065,Female,Yes,78,No,Retired,25,735421,8899082,3,Erbil,4
101066,Male,Yes,38,No,Trader,17,3290932,5087927,3,Sulaymaniyah,5
101067,Male,No,37,Yes,Teacher,10,948973,2793268,3,Erbil,6
101068,Female,Yes,64,No,Retired,24,480050,3479933,4,Baghdad,4
101069,Male,No,20,No,Student,1,302438,211438,2,Mosul,0
101070,Female,No,68,No,Retired,21,636071,6795565,2,Baghdad,4
101071,Female,No,18,No,Laborer,2,228326,0,1,Karbala,3
101072,Female,Yes,53,Yes,Driver,10,518673,865931,6,Erbil,1
101073,Male,Yes,75,Yes,Retired,19,729586,4972022,4,Erbil,4
101074,Female,Yes,32,No,Trader,8,1409443,7674686,5,Sulaymaniyah,5
101075,Female,No,37,No,Teacher,9,719871,3908492,5,Baghdad,6
101076,Female,Yes,31,No,Trader,6,2424276,12819048,6,Mosul,5
101077,Female,Yes,71,No,Retired,29,736419,3394173,2,Sulaymaniyah,4
101078,Male,Yes,42,Yes,Engineer,11,1942144,19545154,3,Mosul,5
101079,Male,Yes,65,No,Retired,29,450668,7249303,3,Sulaymaniyah,4
101080,Female,No,25,No,Unemployed,2,266460,402420,3,Anbar,6
101081,Male,Yes,40,No,Private_Sector,3,739538,2710346,3,Mosul,6
101082,Female,No,60,No,Retired,19,927978,3876352,2,Baghdad,4
101083,Female,No,39,Yes,Private_Sector,8,818532,2905875,3,Mosul,6
101084,Male,Yes,30,No,Laborer,3,568746,869104,8,Baghdad,3
101085,Female,Yes,53,Yes,Trader,15,1499262,15036044,3,Sulaymaniyah,5
101086,Male,Yes,31,Yes,Teacher,8,560996,1880938,3,Basra,6
101087,Male,Yes,43,Yes,Laborer,19,340010,606834,5,Najaf,3
101088,Male,Yes,41,No,Government_Employee,5,921239,1679245,3,Basra,2
101089,Female,Yes,30,No,Trader,11,3273083,21047284,6,Karbala,5
101090,Male,Yes,46,Yes,Engineer,14,2399443,8068049,4,Baghdad,5
101091,Female,Yes,30,No,Laborer,5,453946,609701,5,Baghdad,3
101092,Female,No,25,Yes,Student,2,241641,234671,2,Erbil,0
101093,Female,No,33,No,Driver,11,313068,652336,6,Sulaymaniyah,1
101094,Female,Yes,33,No,Trader,12,2995860,28430692,5,Anbar,5
101095,Male,Yes,33,Yes,Private_Sector,8,811822,2441208,5,Najaf,6
101096,Male,Yes,35,Yes,Government_Employee,7,1109055,2552101,3,Sulaymaniyah,2
101097,Male,Yes,39,No,Laborer,16,374273,628197,4,Karbala,3
101098,Female,Yes,34,No,Homemaker,4,390227,804708,8,Baghdad,1
101099,Female,Yes,45,No,Engineer,6,1820857,15714526,3,Basra,5
101100,Female,Yes,33,No,Private_Sector,3,894029,1657286,5,Anbar,6
101101,Male,Yes,54,No,Homemaker,7,494989,1081395,8,Baghdad,1
101102,Male,Yes,24,No,Unemployed,2,481783,527588,3,Mosul,6
101103,Female,No,25,No,Unemployed,1,345312,333695,1,Erbil,6
101104,Male,Yes,40,Yes,Trader,11,2956594,11990274,6,Baghdad,5
101105,Male,No,40,Yes,Engineer,13,1315675,13540396,4,Baghdad,5
101106,Male,No,24,Yes,Student,1,604182,447584,3,Baghdad,0
101107,Female,No,21,No,Private_Sector,1,460089,83484,2,Sulaymaniyah,6
101108,Female,No,18,No,Student,2,163415,287660,2,Mosul,0
101109,Male,Yes,29,No,Government_Employee,3,662994,2565024,5,Diyala,2
101110,Female,No,22,No,Student,2,263404,220744,3,Karbala,0
101111,Male,No,22,No,Private_Sector,0,277188,501299,2,Sulaymaniyah,6
101112,Male,No,20,No,Laborer,1,231950,337308,1,Mosul,3
101113,Male,Yes,32,No,Government_Employee,7,946440,2848560,5,Baghdad,2
101114,Female,No,23,Yes,Laborer,0,358494,443511,3,Baghdad,3
101115,Male,Yes,81,No,Retired,27,605815,5775416,1,Baghdad,4
101116,Female,Yes,40,Yes,Government_Employee,3,736317,3280739,4,Erbil,2
101117,Female,No,25,Yes,Unemployed,1,410785,98748,2,Mosul,6
101118,Male,Yes,65,No,Retired,20,468344,6268028,4,Baghdad,4
101119,Female,No,65,Yes,Retired,16,618471,3462172,2,Dhi_Qar,4
101120,Male,Yes,36,No,Teacher,5,752100,4206858,5,Diyala,6
101121,Male,No,23,Yes,Unemployed,1,312999,430506,1,Mosul,6
101122,Female,Yes,68,No,Retired,21,721424,6374018,3,Baghdad,4
101123,Female,Yes,76,No,Retired,29,326574,3051745,2,Mosul,4
101124,Female,Yes,49,No,Homemaker,19,385396,523355,4,Karbala,1
101125,Male,Yes,84,Yes,Retired,15,785091,2862646,4,Karbala,4
101126,Male,Yes,43,Yes,Trader,11,1972238,7918641,3,Baghdad,5
101127,Female,Yes,36,No,Government_Employee,10,1301094,2711696,5,Baghdad,2
101128,Male,No,39,Yes,Private_Sector,10,975173,2777375,5,Erbil,6
101129,Female,No,19,No,Student,0,363686,670458,2,Baghdad,0
101130,Male,No,60,No,Retired,22,468449,7136864,2,Sulaymaniyah,4
101131,Male,Yes,30,No,Trader,16,1869477,8975989,6,Basra,5
101132,Female,Yes,40,Yes,Teacher,11,999671,2512659,5,Mosul,6
101133,Male,No,22,Yes,Laborer,0,462919,86840,1,Baghdad,3
101134,Female,Yes,28,No,Teacher,3,953814,2455721,3,Karbala,6
101135,Female,No,64,Yes,Retired,19,290313,5643900,2,Baghdad,4
101136,Male,No,25,Yes,Private_Sector,2,524566,690507,2,Diyala,6
101137,Female,No,24,No,Unemployed,0,274304,841378,3,Erbil,6
